YBR119W -0.194842422397077	-0.196028575091657	-0.0523975991910084	-0.845318461221990	0.0115626905583852	-0.214194880365096	-0.0646999210347527	-0.281664183040835	-0.142644420852184	-0.231036378498249	0.109379806424068	0.0326671121925522	0.0171599381359708	-0.000785325005246981	-0.152807778387160	-0.0349641667556174	0.0286195312715686	-0.186781252765548	0.166572015719655	0.0217615268300223	-0.0937619114109049	0.0380361139217935	-0.0657127396602296	0.0214661896367109	-0.119331832918150	-0.0113106138873111	-0.0235104698311418	0.0469764529984750	0.00177508696669567	-0.0989478206047515	0.0470871640585191	-0.00340408417216054

YPL178W -0.191477641329811	-0.195997151081279	-0.0463764244085610	-0.835660023663928	0.0146234590303799	-0.216111205348485	-0.0619404177324166	-0.288834762259606	-0.143754508395079	-0.227052437341128	0.0946240638811813	0.0358793920790572	0.0202904988567703	-0.00526575134605007	-0.136773895033759	-0.0270557882853885	0.0259718586968873	-0.175345397659635	0.145491581600361	0.0227180798518061	-0.0991651892544963	0.0444059832449996	-0.0546692546718488	0.0143527842130128	-0.103724443816564	-0.0101302174222339	-0.0249411084884761	0.0393086008873657	0.0166912523287210	-0.0922799992957567	0.0439419991956719	-0.0134699789593224

YML046W -0.192936076844903	-0.193742407566654	-0.0509152718717380	-0.838309887114326	0.0121337199172420	-0.214508362709394	-0.0646977680023856	-0.282124595624831	-0.142185223681790	-0.231009336256166	0.106966483025924	0.0312357263856400	0.0159830154398060	-0.00194833881542763	-0.149430591643980	-0.0344035243817823	0.0284174681629497	-0.183858756220195	0.164519105956072	0.0223097593007892	-0.0903553929109853	0.0371548829447313	-0.0630150905918514	0.0200189822960356	-0.117389716058301	-0.0107125685513870	-0.0214364228735262	0.0422441176809642	0.00279255327120303	-0.0978457697854749	0.0457283262596391	-0.00615345842337152

YKL012W -0.199130940587627	-0.204190960565261	-0.0517728013995480	-0.862441416879040	0.0108251612848450	-0.210335160992766	-0.0611796562986253	-0.279195191983382	-0.142426053039018	-0.222532913857927	0.103788077418470	0.0379068533467802	0.0226241484887717	-0.00241030215307172	-0.145561905568754	-0.0272678964704468	0.0276481028077863	-0.179879698567036	0.157455107668106	0.0217139288619375	-0.103780787066945	0.0469564906844144	-0.0580531118729347	0.0216951373758481	-0.116832102043869	-0.0126231813971372	-0.0195194765364344	0.0485000220015192	0.00784283270759375	-0.0912230243238870	0.0429609408776481	-0.00610688576341998

YDR235W -0.194738927195258	-0.195870060362938	-0.0521841293043815	-0.844672950142140	0.0117932384218454	-0.213550841420198	-0.0642991741323187	-0.280934131892745	-0.142155915129377	-0.230135707580222	0.110228835925042	0.0317752550694465	0.0164051093026343	-0.000644824521058950	-0.152380969998692	-0.0349091103420163	0.0287789093858480	-0.185848823421965	0.166206052083726	0.0216553902398368	-0.0933961204033858	0.0378481367272677	-0.0650882943566765	0.0217699123402591	-0.118962415452847	-0.0112653344096326	-0.0225660730267866	0.0462389508672553	0.00185608462508098	-0.0981171999290110	0.0462300052595906	-0.00366563872995552

